time_of_day,subject_type,session_duration_inmin,breaks_taken_count,day_of_week,Normalized_focus_Score
Evening,Operating Systems,19.6,7,Tuesday,58.35
Afternoon,DBMS,12.2,4,Saturday,46.56
Afternoon,DSA,89.1,5,Friday,48.63
Afternoon,Python,58.3,3,Tuesday,54.78
Evening,Operating Systems,96.5,2,Thursday,58.22
Evening,DSA,111.6,8,Wednesday,55.78
Night,Aptitude,75.9,7,Saturday,44.54
Evening,Machine Learning,30.6,7,Friday,52.66
Evening,Aptitude,96.0,8,Tuesday,53.59
Morning,Machine Learning,115.1,1,Wednesday,46.9
Night,Operating Systems,73.8,8,Saturday,40.3
Afternoon,Java,85.0,10,Sunday,43.39
Evening,Aptitude,47.1,5,Sunday,52.49
Afternoon,Machine Learning,52.0,8,Friday,44.62
Afternoon,DBMS,90.8,9,Sunday,47.69
Morning,Operating Systems,112.1,2,Tuesday,50.68
Evening,Machine Learning,79.2,3,Sunday,45.18
Night,Python,96.9,6,Saturday,40.42
Evening,Machine Learning,28.9,9,Saturday,44.75
Afternoon,Aptitude,33.3,10,Thursday,65.59
Night,DBMS,68.5,10,Tuesday,34.85
Evening,DSA,29.4,8,Saturday,54.38
Afternoon,Java,79.8,6,Friday,54.98
Afternoon,DSA,42.1,5,Thursday,46.79
Morning,Machine Learning,97.1,3,Saturday,56.66
Morning,DSA,98.9,4,Monday,62.05
Morning,Machine Learning,61.0,7,Wednesday,58.68
Afternoon,DBMS,29.9,7,Saturday,38.17
Evening,DSA,81.1,3,Sunday,53.04
Morning,Aptitude,119.2,4,Thursday,64.86
Evening,Aptitude,78.5,3,Thursday,65.32
Morning,Python,13.9,2,Friday,55.11
Night,Machine Learning,11.9,6,Saturday,39.14
Night,DSA,45.2,7,Saturday,40.86
Morning,Aptitude,31.5,4,Friday,59.5
Afternoon,Ai,99.4,5,Wednesday,41.63
Morning,DBMS,102.9,8,Friday,65.51
Morning,Java,38.4,9,Thursday,64.98
Afternoon,DBMS,45.8,7,Wednesday,51.88
Night,Ai,36.0,10,Sunday,39.87
Evening,Ai,109.9,1,Wednesday,53.92
Morning,Python,65.3,3,Tuesday,60.57
Afternoon,DBMS,82.2,5,Thursday,43.05
Morning,DBMS,55.7,3,Thursday,63.5
Afternoon,DSA,79.4,1,Friday,49.12
Evening,Machine Learning,52.4,2,Thursday,56.43
Evening,Operating Systems,47.4,8,Saturday,53.29
Night,Java,79.8,7,Friday,39.97
Afternoon,DBMS,75.0,10,Sunday,42.37
Afternoon,Java,42.3,3,Thursday,56.57
Night,Java,26.4,4,Saturday,44.8
Night,Java,50.5,3,Tuesday,43.1
Afternoon,DBMS,55.7,4,Thursday,52.8
Night,Operating Systems,79.2,8,Tuesday,40.64
Evening,DBMS,110.6,9,Sunday,57.43
Morning,DSA,14.0,7,Thursday,52.21
Evening,DSA,36.8,9,Thursday,54.98
Night,Operating Systems,31.3,9,Monday,44.32
Afternoon,Aptitude,65.3,7,Sunday,47.07
Afternoon,DBMS,57.3,7,Saturday,50.26
Evening,Aptitude,90.2,8,Thursday,60.01
Afternoon,Java,36.7,10,Tuesday,47.94
Night,DBMS,75.4,3,Wednesday,35.04
Evening,Machine Learning,107.2,8,Tuesday,44.42
Afternoon,DBMS,110.2,1,Saturday,45.09
Morning,DSA,115.5,6,Thursday,59.17
Morning,Python,95.1,2,Friday,63.88
Night,Ai,109.7,7,Monday,45.96
Afternoon,Python,35.8,3,Friday,56.45
Night,Python,31.7,10,Monday,56.01
Evening,Python,10.7,5,Monday,57.48
Morning,Ai,87.8,10,Friday,61.8
Evening,Aptitude,113.1,2,Saturday,48.17
Afternoon,Ai,30.6,1,Thursday,50.27
Night,Aptitude,80.1,5,Tuesday,46.03
Night,Ai,92.1,9,Friday,45.77
Night,Ai,112.0,9,Wednesday,41.25
Evening,DBMS,81.2,7,Monday,55.82
Morning,Aptitude,116.7,9,Tuesday,60.46
Evening,DBMS,47.9,4,Sunday,53.58
Evening,Machine Learning,48.5,3,Sunday,48.0
Afternoon,DBMS,69.7,4,Wednesday,50.05
Afternoon,Python,52.2,7,Tuesday,62.89
Afternoon,Operating Systems,10.2,8,Thursday,50.27
Morning,Operating Systems,90.5,2,Wednesday,65.35
Morning,DSA,92.7,5,Saturday,63.13
Afternoon,DSA,92.2,5,Saturday,38.74
Afternoon,Java,48.0,9,Friday,49.0
Morning,DBMS,67.5,3,Tuesday,59.23
Night,Ai,49.6,6,Sunday,52.07
Morning,Ai,11.8,10,Saturday,66.41
Morning,Operating Systems,71.9,5,Saturday,49.73
Morning,Python,23.6,2,Friday,56.97
Afternoon,Aptitude,18.8,2,Friday,56.13
Night,Python,93.1,4,Saturday,41.39
Morning,Java,11.0,4,Tuesday,63.24
Afternoon,Python,115.5,7,Tuesday,50.91
Evening,DBMS,66.7,1,Monday,49.64
Evening,DBMS,118.1,6,Monday,61.52
Morning,Machine Learning,16.4,9,Wednesday,54.36
Evening,Java,74.2,2,Sunday,51.35
Night,Python,48.4,5,Wednesday,41.33
Evening,Ai,102.8,10,Wednesday,49.45
Evening,Ai,49.7,10,Monday,55.3
Night,Java,38.7,4,Friday,40.24
Morning,Python,104.3,4,Saturday,66.54
Morning,DBMS,51.2,8,Thursday,63.44
Night,DBMS,11.9,6,Thursday,48.97
Night,Machine Learning,52.9,7,Sunday,38.54
Night,Machine Learning,82.0,9,Saturday,38.67
Evening,DSA,38.0,3,Tuesday,56.22
Night,Java,57.5,2,Monday,31.48
Afternoon,Operating Systems,16.2,3,Tuesday,47.72
Evening,Python,74.7,8,Thursday,47.9
Morning,Java,93.2,9,Tuesday,61.14
Morning,Ai,55.5,10,Monday,54.22
Morning,Python,56.2,5,Monday,61.4
Evening,Machine Learning,19.7,8,Monday,48.56
Afternoon,Machine Learning,32.2,7,Thursday,55.14
Night,DSA,27.0,9,Monday,55.31
Night,Operating Systems,63.0,4,Wednesday,49.58
Morning,DSA,68.2,10,Wednesday,63.86
Morning,Ai,114.4,3,Sunday,56.79
Evening,Operating Systems,18.1,9,Saturday,48.86
Afternoon,Aptitude,76.0,8,Sunday,37.36
Night,Python,67.9,7,Monday,47.91
Evening,DSA,66.8,1,Wednesday,52.49
Night,Machine Learning,106.0,2,Monday,44.12
Morning,DSA,32.6,9,Thursday,55.45
Night,Aptitude,14.5,5,Wednesday,37.54
Afternoon,DSA,83.9,1,Thursday,43.21
Afternoon,Python,48.0,9,Wednesday,59.66
Morning,Aptitude,11.9,1,Friday,69.68
Afternoon,Java,37.7,8,Friday,42.14
Afternoon,Java,44.0,5,Saturday,43.65
Evening,Java,77.9,6,Saturday,43.27
Night,Machine Learning,29.0,1,Saturday,40.31
Morning,Machine Learning,55.4,2,Sunday,55.44
Morning,Java,63.1,7,Thursday,59.42
Morning,Java,60.5,2,Wednesday,57.48
Morning,Java,117.1,5,Friday,61.23
Morning,DBMS,15.0,9,Monday,63.26
Afternoon,Java,114.6,5,Tuesday,53.47
Evening,Aptitude,74.0,3,Friday,61.1
Morning,DBMS,97.5,6,Sunday,55.25
Evening,DBMS,57.3,7,Friday,52.07
Evening,Python,59.9,10,Monday,61.76
Afternoon,DSA,106.7,10,Friday,46.19
Morning,Machine Learning,108.6,8,Friday,56.93
Afternoon,Machine Learning,36.3,3,Friday,45.26
Morning,DSA,31.9,4,Saturday,64.49
Afternoon,Machine Learning,64.6,10,Saturday,47.92
Evening,DSA,109.0,4,Wednesday,48.33
Morning,Aptitude,45.5,2,Saturday,56.99
Night,Python,81.7,7,Friday,49.03
Evening,Java,87.9,4,Tuesday,49.39
Night,Python,95.7,4,Sunday,45.77
Evening,Ai,72.0,8,Saturday,51.25
Afternoon,Python,54.3,6,Wednesday,45.87
Morning,DSA,116.4,6,Sunday,49.27
Evening,Ai,77.2,9,Wednesday,61.84
Afternoon,DSA,90.1,4,Thursday,44.81
Morning,Java,47.9,9,Friday,65.04
Morning,Operating Systems,83.7,1,Sunday,60.28
Evening,Ai,38.4,9,Tuesday,51.88
Morning,Java,37.0,1,Tuesday,62.49
Evening,Java,88.6,7,Thursday,56.64
Morning,Machine Learning,67.4,6,Tuesday,62.53
Night,Machine Learning,85.2,7,Sunday,40.87
Afternoon,Operating Systems,39.6,9,Wednesday,48.34
Night,Operating Systems,75.9,10,Monday,51.62
Evening,Python,58.8,4,Wednesday,60.65
Night,Java,75.7,9,Saturday,38.78
Evening,Operating Systems,42.0,3,Monday,54.12
Morning,DSA,88.7,10,Tuesday,65.5
Morning,Java,98.7,9,Friday,67.49
Evening,DBMS,38.6,1,Sunday,51.11
Night,DSA,43.1,5,Monday,46.44
Morning,Ai,82.7,10,Wednesday,61.8
Afternoon,Operating Systems,86.5,5,Wednesday,44.5
Morning,Machine Learning,87.5,1,Saturday,57.55
Afternoon,DSA,85.1,1,Wednesday,38.24
Night,Machine Learning,53.2,3,Sunday,44.55
Afternoon,DSA,53.4,9,Sunday,48.6
Afternoon,Machine Learning,38.0,7,Saturday,29.87
Afternoon,Aptitude,27.3,6,Wednesday,45.18
Afternoon,DSA,86.2,9,Thursday,40.19
Morning,Ai,20.3,4,Tuesday,54.87
Afternoon,Machine Learning,113.2,4,Friday,48.67
Morning,DBMS,100.9,3,Saturday,65.71
Afternoon,Ai,104.3,5,Thursday,52.58
Evening,Python,109.7,5,Tuesday,55.1
Night,DSA,54.9,10,Sunday,44.59
Afternoon,DBMS,103.1,7,Saturday,50.1
Evening,Python,27.4,7,Monday,64.23
Afternoon,DSA,12.4,6,Thursday,53.19
Afternoon,DBMS,96.3,4,Saturday,47.03
Afternoon,DBMS,18.2,7,Sunday,39.47
Evening,Ai,118.7,2,Thursday,61.75
Night,Aptitude,84.2,9,Thursday,44.38
Evening,DBMS,92.9,7,Thursday,50.56
Night,Aptitude,37.0,2,Monday,35.08
Afternoon,Operating Systems,84.1,10,Wednesday,44.25
Morning,Ai,14.8,2,Sunday,59.01
Afternoon,Java,102.2,6,Thursday,48.05
Night,Machine Learning,28.7,7,Tuesday,47.96
Evening,Ai,86.7,9,Wednesday,63.1
Afternoon,Python,34.7,4,Monday,41.33
Evening,Machine Learning,17.5,8,Friday,47.91
Evening,Machine Learning,63.0,10,Monday,53.69
Evening,Java,28.6,2,Friday,62.4
Afternoon,Aptitude,90.2,6,Tuesday,45.81
Evening,Java,36.1,4,Friday,56.13
Evening,Java,47.7,8,Saturday,46.55
Afternoon,Machine Learning,72.4,9,Thursday,47.58
Evening,DBMS,41.3,2,Wednesday,55.69
Afternoon,Aptitude,51.6,7,Sunday,45.38
Night,Machine Learning,99.7,7,Saturday,48.19
Night,Aptitude,29.7,8,Wednesday,50.95
Night,Operating Systems,19.0,5,Thursday,43.4
Evening,Aptitude,46.1,3,Wednesday,53.7
Morning,DSA,56.7,1,Monday,62.99
Morning,DBMS,69.7,4,Thursday,60.24
Evening,Python,51.0,3,Thursday,57.06
Morning,DSA,96.9,2,Wednesday,55.56
Afternoon,DSA,14.3,6,Sunday,48.99
Morning,Java,57.5,7,Saturday,53.8
Evening,Java,52.0,10,Friday,51.8
Evening,DSA,81.2,7,Sunday,52.45
Afternoon,Machine Learning,116.3,8,Sunday,45.7
Night,Aptitude,66.1,2,Tuesday,45.17
Evening,Aptitude,118.6,10,Sunday,42.93
Afternoon,Ai,43.2,6,Friday,51.19
Morning,Machine Learning,13.4,6,Monday,47.96
Morning,DBMS,28.2,10,Thursday,65.11
Afternoon,Machine Learning,53.5,1,Thursday,45.23
Afternoon,Machine Learning,44.8,2,Monday,48.79
Evening,Machine Learning,20.7,9,Tuesday,50.1
Morning,DBMS,57.6,8,Thursday,61.54
Afternoon,Ai,47.2,4,Friday,43.97
Morning,DBMS,23.5,6,Monday,69.26
Afternoon,Operating Systems,42.6,2,Thursday,46.57
Morning,Ai,107.5,5,Friday,64.38
Night,Operating Systems,43.2,2,Monday,39.43
Evening,Operating Systems,88.5,5,Monday,53.04
Morning,Operating Systems,77.3,7,Monday,56.25
Night,Aptitude,57.0,7,Tuesday,42.01
Morning,DSA,36.3,9,Monday,61.12
Morning,DSA,50.6,3,Sunday,58.34
Night,Operating Systems,75.1,4,Saturday,44.04
Morning,Operating Systems,48.6,9,Wednesday,55.64
Morning,Python,33.6,8,Wednesday,62.65
Evening,Java,22.8,7,Monday,50.77
Night,DSA,106.8,8,Thursday,51.33
Night,Java,58.4,9,Sunday,37.37
Afternoon,Java,78.8,4,Sunday,44.64
Morning,Python,63.9,5,Wednesday,62.29
Evening,Java,106.0,9,Friday,49.89
Morning,Ai,70.2,7,Friday,63.17
Morning,Python,62.9,4,Thursday,67.57
Afternoon,Java,111.7,6,Friday,45.58
Morning,Java,89.2,1,Saturday,53.61
Evening,Machine Learning,22.3,1,Thursday,58.97
Evening,Java,29.5,9,Friday,55.72
Afternoon,Aptitude,96.6,8,Monday,48.9
Morning,Ai,101.9,1,Sunday,53.19
Evening,DBMS,70.0,2,Friday,53.15
Morning,DSA,71.0,4,Sunday,55.27
Morning,Operating Systems,79.5,1,Monday,63.2
Morning,Java,58.3,2,Friday,59.99
Afternoon,Ai,84.8,5,Friday,45.45
Morning,Operating Systems,21.9,8,Friday,57.39
Evening,DBMS,115.7,6,Monday,49.41
Morning,Ai,92.5,6,Friday,59.34
Evening,DSA,79.4,4,Friday,65.27
Morning,Ai,44.8,2,Sunday,69.39
Evening,Operating Systems,27.7,3,Saturday,53.64
Evening,Operating Systems,55.0,6,Tuesday,46.74
Morning,Machine Learning,82.8,6,Monday,62.63
Morning,Java,79.7,5,Saturday,60.34
Evening,Python,52.1,6,Wednesday,70.44
Night,Ai,77.5,6,Sunday,42.37
Afternoon,Operating Systems,99.5,1,Thursday,47.87
Night,Aptitude,12.9,6,Sunday,37.01
Night,DSA,59.6,5,Tuesday,48.11
Morning,Aptitude,93.4,8,Saturday,56.06
Afternoon,DBMS,70.1,9,Saturday,45.72
Night,Ai,81.7,6,Friday,42.48
Morning,Machine Learning,66.8,10,Wednesday,69.0
Night,DSA,119.1,4,Wednesday,41.94
Night,Machine Learning,16.0,3,Friday,46.5
Morning,Python,64.0,10,Saturday,61.31
Morning,Operating Systems,20.1,1,Sunday,45.88
Morning,Java,27.6,7,Saturday,68.07
Afternoon,DSA,52.1,5,Friday,39.74
Night,DBMS,27.1,4,Tuesday,40.49
Morning,Java,116.0,9,Monday,57.46
Evening,Ai,114.1,7,Tuesday,51.37
Night,Python,47.0,10,Monday,45.85
Evening,Python,80.4,8,Wednesday,53.14
Afternoon,Machine Learning,68.7,4,Thursday,54.78
Morning,Python,99.7,10,Friday,64.95
Evening,DSA,79.0,10,Tuesday,50.9
Afternoon,Machine Learning,10.0,8,Wednesday,43.82
Morning,Java,93.9,4,Tuesday,57.18
Evening,Python,92.2,1,Saturday,49.47
Evening,Ai,66.1,8,Monday,49.01
Afternoon,Java,109.3,1,Friday,54.68
Morning,DBMS,109.9,3,Saturday,55.05
Morning,Ai,67.6,7,Monday,61.98
Evening,Aptitude,76.9,3,Saturday,52.33
Evening,DSA,119.6,8,Monday,61.25
Evening,DBMS,42.9,5,Monday,59.48
Morning,DBMS,45.7,3,Saturday,58.81
Afternoon,Machine Learning,30.1,5,Wednesday,59.48
Afternoon,Operating Systems,108.5,5,Friday,46.47
Morning,Machine Learning,91.9,8,Thursday,57.06
Night,DSA,21.6,9,Tuesday,47.27
Afternoon,DSA,118.0,6,Sunday,50.22
Evening,Machine Learning,90.4,10,Monday,48.61
Night,Operating Systems,103.6,3,Friday,44.83
Night,Ai,15.3,2,Tuesday,45.11
Afternoon,Machine Learning,65.5,3,Friday,59.65
Night,DSA,86.8,9,Saturday,44.31
Night,Operating Systems,69.7,7,Tuesday,50.4
Afternoon,DSA,83.3,9,Friday,47.06
Afternoon,Operating Systems,100.0,6,Thursday,46.25
Night,Operating Systems,51.2,8,Sunday,39.88
Evening,Java,103.4,10,Friday,57.74
Morning,Machine Learning,27.9,9,Sunday,62.38
Night,Machine Learning,39.8,3,Friday,35.89
Night,Machine Learning,14.8,7,Sunday,49.9
Evening,Operating Systems,50.1,9,Monday,59.43
Night,Operating Systems,51.8,2,Sunday,47.01
Night,DSA,98.6,7,Sunday,45.67
Morning,DBMS,81.8,5,Monday,57.97
Morning,Machine Learning,58.0,8,Monday,57.36
Morning,Java,81.7,4,Saturday,60.4
Afternoon,Aptitude,15.8,1,Sunday,45.75
Afternoon,DSA,29.8,10,Friday,50.17
Morning,DSA,79.0,8,Thursday,55.68
Morning,Python,80.6,6,Tuesday,65.86
Afternoon,Machine Learning,95.2,8,Monday,47.3
Evening,Ai,54.3,3,Wednesday,52.98
Night,DSA,89.5,8,Friday,39.87
Night,Python,85.2,8,Thursday,43.67
Morning,Aptitude,116.0,1,Thursday,53.4
Evening,Java,33.7,4,Monday,57.12
Afternoon,Aptitude,70.7,7,Saturday,44.01
Morning,Ai,76.2,1,Monday,59.79
Evening,Machine Learning,119.9,3,Saturday,56.08
Evening,Operating Systems,32.1,3,Wednesday,54.4
Evening,Python,67.6,6,Wednesday,56.21
Afternoon,Operating Systems,48.1,5,Monday,49.75
Afternoon,Aptitude,67.8,7,Tuesday,51.46
Night,Aptitude,35.5,3,Sunday,39.66
Night,DBMS,15.2,1,Monday,49.26
Evening,DBMS,73.0,3,Monday,55.65
Evening,Java,46.9,8,Thursday,52.29
Afternoon,Ai,30.0,5,Monday,48.28
Night,DBMS,45.6,3,Monday,50.71
Evening,DBMS,15.4,8,Monday,51.71
Night,Ai,114.5,6,Tuesday,47.1
Night,DSA,73.9,3,Thursday,46.39
Evening,DBMS,99.6,5,Friday,49.62
Afternoon,DSA,56.5,1,Friday,41.77
Evening,DSA,109.4,6,Friday,52.39
Evening,Machine Learning,63.2,9,Friday,57.03
Night,DSA,73.1,7,Thursday,36.65
Evening,DSA,64.1,8,Monday,49.64
Afternoon,DBMS,90.7,6,Friday,53.36
Evening,DSA,72.3,5,Monday,48.66
Afternoon,Operating Systems,39.9,6,Sunday,52.11
Afternoon,Ai,26.0,7,Sunday,60.25
Night,DBMS,76.7,9,Friday,40.92
Morning,Ai,63.8,8,Tuesday,67.36
Morning,Python,20.6,5,Monday,63.64
Night,DBMS,53.5,7,Thursday,41.04
Evening,DSA,66.6,8,Saturday,58.96
Night,Operating Systems,101.0,1,Tuesday,47.03
Afternoon,Ai,18.4,8,Saturday,52.95
Morning,DBMS,48.3,7,Tuesday,71.73
Night,Operating Systems,100.5,2,Thursday,44.46
Evening,Ai,81.3,2,Tuesday,57.76
Night,Python,41.9,6,Sunday,38.42
Morning,Aptitude,103.0,3,Monday,57.67
Night,Java,64.3,1,Wednesday,44.59
Night,Java,64.8,8,Wednesday,46.06
Morning,Python,117.4,7,Friday,51.36
Afternoon,Aptitude,114.2,4,Sunday,54.74
Afternoon,Machine Learning,49.4,1,Friday,51.17
Morning,Aptitude,25.5,2,Monday,62.58
Night,Machine Learning,45.8,9,Thursday,53.24
Morning,DBMS,13.4,4,Monday,68.11
Afternoon,Machine Learning,12.3,3,Friday,47.24
Evening,Java,53.5,8,Tuesday,52.15
Night,Java,113.5,4,Saturday,45.11
Afternoon,Operating Systems,105.8,7,Sunday,54.76
Night,Machine Learning,66.3,5,Monday,42.26
Morning,Operating Systems,72.2,5,Monday,64.45
Evening,Java,10.7,6,Thursday,63.53
Morning,Ai,33.7,4,Friday,64.94
Evening,Ai,12.7,2,Monday,47.03
Night,Aptitude,93.0,6,Tuesday,39.03
Night,Aptitude,26.0,5,Saturday,51.92
Morning,Aptitude,105.6,3,Tuesday,60.55
Evening,Machine Learning,80.8,4,Wednesday,54.65
Evening,Aptitude,35.2,3,Friday,57.84
Night,Machine Learning,27.3,3,Tuesday,50.16
Morning,Machine Learning,79.0,4,Thursday,54.09
Evening,DSA,109.1,2,Saturday,48.94
Night,DSA,89.0,4,Friday,38.97
Afternoon,Machine Learning,48.3,10,Tuesday,37.68
Morning,Ai,74.6,2,Monday,62.05
Afternoon,Operating Systems,44.2,10,Friday,45.67
Morning,Java,119.9,8,Tuesday,64.81
Night,Java,92.4,10,Sunday,38.97
Evening,DBMS,77.6,5,Monday,48.27
Evening,Python,56.6,7,Wednesday,62.27
Evening,DSA,78.0,4,Saturday,53.61
Morning,Machine Learning,47.6,10,Friday,57.17
Night,Python,13.2,6,Friday,46.45
Afternoon,DSA,53.5,10,Tuesday,52.0
Night,DBMS,112.4,4,Wednesday,53.51
Afternoon,Java,78.9,6,Thursday,52.01
Morning,Operating Systems,19.2,1,Tuesday,62.35
Morning,Machine Learning,107.3,6,Tuesday,55.71
Afternoon,DBMS,39.6,6,Thursday,48.82
Afternoon,Java,36.8,2,Thursday,33.43
Afternoon,Ai,42.7,10,Thursday,45.28
Night,DSA,73.5,10,Saturday,35.67
Afternoon,Machine Learning,69.9,9,Thursday,42.54
Morning,Python,64.1,6,Sunday,57.09
Morning,Ai,88.9,7,Thursday,58.62
Evening,Java,44.8,2,Monday,49.67
Afternoon,Ai,96.0,2,Monday,56.29
Night,Aptitude,29.3,2,Thursday,47.99
Night,Operating Systems,96.1,10,Saturday,43.03
Night,Java,83.0,9,Saturday,45.23
Evening,Ai,85.2,3,Wednesday,46.4
Morning,DSA,63.0,4,Saturday,47.26
Night,Operating Systems,83.4,1,Sunday,48.09
Morning,Machine Learning,18.8,1,Sunday,66.91
Evening,Aptitude,103.7,4,Wednesday,55.27
Afternoon,Java,16.1,2,Thursday,61.25
Afternoon,DBMS,26.4,8,Saturday,47.01
Afternoon,Operating Systems,73.4,4,Monday,46.46
Night,Python,91.3,3,Wednesday,51.9
Afternoon,DSA,18.4,3,Monday,38.25
Night,Java,111.3,6,Sunday,39.06
Evening,Python,117.1,6,Tuesday,52.86
Evening,Operating Systems,76.7,6,Sunday,46.0
Night,Java,62.9,6,Sunday,39.51
Morning,Aptitude,91.6,8,Monday,61.45
Afternoon,DBMS,46.1,8,Thursday,56.56
Afternoon,DBMS,64.3,9,Saturday,52.21
Afternoon,Python,110.8,1,Sunday,41.03
Night,Machine Learning,115.1,10,Saturday,51.45
Evening,Machine Learning,112.0,8,Friday,59.23
Afternoon,Aptitude,38.9,5,Thursday,50.2
Evening,DBMS,35.6,3,Tuesday,61.73
Afternoon,Python,42.7,10,Saturday,44.39
Afternoon,Python,58.5,3,Monday,56.22
Night,Java,44.6,6,Wednesday,35.33
Morning,Java,51.2,8,Sunday,55.46
Night,Python,78.3,10,Thursday,53.82
Afternoon,Java,93.9,2,Saturday,44.71
Afternoon,Operating Systems,90.9,9,Wednesday,47.93
Morning,Java,99.6,5,Monday,56.98
Evening,Aptitude,13.5,5,Saturday,51.01
Evening,Machine Learning,15.3,1,Tuesday,47.94
Afternoon,Machine Learning,96.8,6,Sunday,52.91
Evening,Operating Systems,68.6,5,Sunday,46.0
Afternoon,DSA,73.6,7,Thursday,50.62
Morning,Operating Systems,15.8,7,Wednesday,64.23
Morning,Aptitude,38.1,4,Saturday,53.32
Afternoon,Python,80.2,5,Sunday,41.72
Morning,Operating Systems,104.5,10,Thursday,57.11
Night,Python,110.9,8,Saturday,42.02
Night,Aptitude,65.0,2,Thursday,49.59
Morning,Ai,70.0,1,Wednesday,59.26
Afternoon,Aptitude,101.6,6,Tuesday,50.01
Afternoon,DBMS,69.1,4,Thursday,42.97
Morning,Python,66.9,10,Tuesday,61.03
Evening,Machine Learning,109.6,3,Tuesday,60.18
Night,Operating Systems,96.9,7,Sunday,47.48
Evening,Ai,110.0,8,Sunday,49.48
Afternoon,Aptitude,34.0,4,Monday,54.15
Afternoon,Python,67.7,10,Saturday,48.3
Evening,Ai,102.7,6,Wednesday,57.52
Morning,DSA,22.2,2,Monday,57.53
Evening,DBMS,97.4,8,Friday,50.17
Evening,DSA,30.1,6,Sunday,45.91
Night,Aptitude,98.9,9,Saturday,44.63
Night,DSA,77.3,6,Monday,30.77
Evening,DSA,31.3,6,Thursday,59.32
Evening,DBMS,62.1,2,Thursday,53.8
Afternoon,DBMS,85.0,5,Thursday,46.79
Night,Java,79.7,9,Friday,49.99
Night,DBMS,57.0,1,Tuesday,31.17
Afternoon,Ai,108.9,4,Sunday,49.31
Morning,Java,67.1,10,Thursday,68.2
Night,DBMS,65.6,10,Saturday,35.14
Night,DSA,16.8,3,Saturday,38.73
Morning,Machine Learning,111.4,1,Sunday,57.26
Night,Machine Learning,29.5,1,Monday,35.15
Night,Java,68.1,1,Tuesday,46.23
Morning,DBMS,98.4,1,Monday,73.44
Morning,Ai,33.7,2,Monday,61.64
Evening,Operating Systems,68.0,5,Thursday,56.47
Afternoon,Python,36.5,2,Monday,45.98
Afternoon,Aptitude,93.6,4,Sunday,53.65
Morning,Ai,72.1,9,Friday,46.37
Morning,Operating Systems,104.2,3,Saturday,56.82
Night,Aptitude,108.4,2,Saturday,46.58
Evening,Operating Systems,81.4,4,Saturday,39.5
Evening,Operating Systems,89.8,9,Sunday,41.93
Morning,Java,70.4,4,Tuesday,52.61
Night,Machine Learning,52.3,5,Thursday,49.86
Night,Python,81.3,4,Thursday,43.82
Afternoon,Operating Systems,109.9,8,Sunday,51.48
Afternoon,DBMS,55.8,4,Monday,53.68
Night,Aptitude,44.6,2,Monday,36.7
Afternoon,Ai,52.7,4,Wednesday,48.05
Morning,Machine Learning,57.9,2,Wednesday,56.86
Night,Aptitude,18.1,9,Thursday,47.56
Afternoon,Java,64.8,8,Sunday,48.14
Evening,DBMS,64.4,9,Thursday,54.67
Night,DBMS,74.7,4,Monday,50.82
Night,Operating Systems,49.9,1,Sunday,47.75
Evening,DBMS,77.4,3,Friday,47.76
Morning,Python,106.6,7,Friday,59.76
Evening,Java,115.1,1,Saturday,52.16
Night,DBMS,74.2,8,Monday,45.42
Morning,Operating Systems,14.7,9,Sunday,59.75
Afternoon,Aptitude,116.6,8,Wednesday,51.87
Afternoon,Java,87.6,5,Wednesday,52.98
Afternoon,DBMS,47.0,9,Friday,53.57
Night,Machine Learning,26.2,4,Thursday,41.59
Evening,Java,25.8,9,Monday,53.31
Morning,Java,28.5,1,Saturday,63.97
Afternoon,Ai,15.0,3,Saturday,44.52
Morning,Machine Learning,109.2,4,Thursday,61.7
Night,Machine Learning,69.5,10,Wednesday,39.22
Afternoon,Aptitude,87.0,1,Friday,51.67
Night,DSA,101.1,6,Thursday,46.04
Evening,Ai,97.1,4,Wednesday,58.24
Night,Machine Learning,107.1,4,Wednesday,50.95
Night,Machine Learning,116.4,1,Sunday,35.0
Evening,DSA,58.3,5,Saturday,51.75
Morning,Aptitude,114.5,9,Wednesday,63.31
Evening,Ai,89.6,6,Thursday,58.33
Evening,Machine Learning,17.8,8,Tuesday,51.45
Night,Operating Systems,85.0,4,Friday,46.92
Morning,Aptitude,85.5,9,Wednesday,59.91
Afternoon,Ai,109.6,7,Thursday,53.7
Evening,Machine Learning,51.0,7,Saturday,49.61
Morning,Machine Learning,74.3,8,Monday,57.68
Evening,DSA,11.3,2,Saturday,52.36
Evening,Ai,46.5,6,Sunday,49.5
Evening,Operating Systems,16.8,7,Friday,51.2
Evening,Aptitude,67.4,3,Monday,48.37
Night,DBMS,99.9,8,Monday,44.33
Morning,Python,32.7,1,Saturday,55.33
Morning,Operating Systems,68.0,1,Thursday,58.52
Morning,DBMS,32.4,10,Saturday,63.19
Evening,Operating Systems,23.3,3,Tuesday,53.68
Night,Ai,66.2,6,Thursday,51.29
Evening,DBMS,18.7,7,Thursday,56.93
Evening,Ai,74.6,2,Friday,53.59
Morning,DBMS,13.4,6,Sunday,51.9
Evening,Operating Systems,21.7,5,Sunday,51.43
Afternoon,DSA,70.5,6,Thursday,46.99
Evening,Operating Systems,75.1,1,Friday,60.92
Afternoon,Ai,13.2,10,Wednesday,59.84
Evening,Operating Systems,73.1,7,Friday,60.16
Night,Java,102.2,8,Sunday,38.3
Night,Java,89.5,7,Thursday,45.27
